X,Y
305.25274658203125,849.2646484375
317.9637451171875,834.251953125
322.3058776855469,848.635009765625
315.6177062988281,870.2044677734375
330.1673583984375,850.697509765625
329.2815856933594,865.2095336914062
338.6246032714844,860.4915771484375
349.0216979980469,873.707275390625
351.1299133300781,851.1531372070312
361.2247314453125,862.4276123046875
376.92138671875,848.7958374023438
387.5489501953125,847.6005859375
394.61370849609375,844.506103515625
400.99615478515625,859.2194213867188
405.1366271972656,847.1969604492188
418.7781677246094,842.6709594726562
576.6807861328125,863.2418212890625
582.0216674804688,849.69189453125
591.9002075195312,870.6036987304688
595.0426025390625,852.8197021484375
596.2994384765625,842.807373046875
600.1149291992188,861.2703857421875
601.0931396484375,869.02734375
607.5699462890625,850.2396850585938
615.881591796875,847.3910522460938
620.0236206054688,855.6459350585938
619.2667236328125,859.5628051757812
626.93701171875,870.740234375
628.2510375976562,849.4669799804688
627.6914672851562,861.9707641601562
640.0773315429688,863.3867797851562
643.2818603515625,850.432861328125
656.8902587890625,864.498046875
666.6564331054688,850.7982788085938
668.9857788085938,839.2757568359375
682.1072998046875,860.39453125
702.8677978515625,840.1970825195312
709.9603271484375,873.0579223632812
707.1556396484375,863.893310546875
707.4160766601562,849.92333984375
713.7464599609375,857.4751586914062
728.849365234375,848.8521728515625
730.5990600585938,871.8175048828125
738.34130859375,861.6224365234375
745.9779663085938,870.12451171875
742.4837646484375,847.1069946289062
751.5936889648438,852.9054565429688
756.96923828125,866.6205444335938
767.7036743164062,848.6368408203125
771.6395874023438,869.9221801757812
780.1727905273438,866.4144897460938
782.4669189453125,857.4171752929688
782.5806884765625,843.0049438476562
793.7217407226562,865.8599243164062
797.0670776367188,850.12060546875
795.2396850585938,838.3997802734375
804.2035522460938,872.0693969726562
806.7488403320312,838.364013671875
809.7442016601562,865.7828369140625
813.9393920898438,855.2020263671875
851.2552490234375,867.3720092773438
847.1322021484375,856.6182250976562
833.8558349609375,806.7764892578125
845.354736328125,834.4413452148438
832.27294921875,870.599365234375
840.544189453125,844.3214111328125
832.0191040039062,858.0245361328125
825.721923828125,834.6805419921875
819.22802734375,844.4080200195312
820.2894287109375,863.7463989257812
839.607666015625,824.810546875
833.6796875,816.4529418945312
845.2654418945312,809.229248046875
840.2178955078125,801.0567626953125
824.7767944335938,808.3307495117188
817.0638427734375,877.1624755859375
831.1911010742188,379.90228271484375
836.0170288085938,255.0307159423828
851.6781005859375,258.0101928710937
837.6549072265625,249.46762084960935
828.7730712890625,255.48731994628903
844.5911865234375,239.1482391357422
826.43701171875,243.8507843017578
838.9833984375,784.5575561523438
828.4609985351562,456.5286560058594
841.6870727539062,309.4418640136719
852.9506225585938,317.9389343261719
829.4330444335938,316.4512023925781
844.2943725585938,326.7675170898437
836.9727783203125,328.9842834472656
841.1703491210938,338.20428466796875
822.7992553710938,330.4829406738281
848.6746215820312,339.9868469238281
834.1242065429688,340.8556823730469
847.1781616210938,350.66851806640625
824.3336181640625,343.1651611328125
850.8623046875,364.5653076171875
833.8734130859375,353.885009765625
840.74658203125,367.25885009765625
824.9459838867188,372.1119079589844
827.7027587890625,720.554443359375
852.9732666015625,385.7917175292969
819.2889404296875,396.8667602539063
827.1246337890625,393.843994140625
828.4314575195312,790.4849243164062
835.8009033203125,397.372314453125
850.2600708007812,406.2253112792969
837.5853881835938,416.6258239746094
820.5492553710938,786.5338134765625
841.1925659179688,429.5626525878906
826.275390625,428.60064697265625
846.9942016601562,436.5470275878906
823.521484375,439.0698852539063
844.4061279296875,450.2574157714844
838.45263671875,622.8585205078125
838.4967041015625,470.46282958984375
822.4152221679688,474.455810546875
842.1057739257812,478.4321899414063
846.5001831054688,486.43695068359375
836.686767578125,494.5504455566406
823.7822875976562,494.9914855957031
852.9163208007812,501.4837646484375
829.2911987304688,509.7992248535156
843.2543334960938,513.3530883789062
854.7549438476562,519.5914916992188
825.8997192382812,524.2390747070312
834.63720703125,529.97216796875
826.8338623046875,542.2131958007812
843.1104736328125,547.681884765625
827.210693359375,552.2244873046875
841.9396362304688,567.270751953125
826.2219848632812,567.328369140625
821.6805419921875,576.0565185546875
841.2041625976562,582.8739624023438
827.008544921875,586.660888671875
845.2203369140625,794.8888549804688
849.8809814453125,597.7023315429688
839.6323852539062,602.4120483398438
821.8112182617188,604.2924194335938
833.7868041992188,613.6856079101562
840.494873046875,666.947998046875
847.7955322265625,620.8051147460938
824.210205078125,631.1737670898438
837.1005859375,634.449951171875
840.7937622070312,644.303955078125
819.41845703125,663.3179931640625
842.4511108398438,656.8978271484375
828.6741333007812,660.2151489257812
844.9681396484375,533.257080078125
822.4208984375,679.6631469726562
841.2271118164062,674.427490234375
845.1995849609375,684.8787231445312
836.4520874023438,688.8281860351562
827.1926879882812,695.2940673828125
844.2498779296875,698.8558959960938
835.7554321289062,702.7688598632812
826.0107421875,710.060546875
844.5443725585938,712.5226440429688
839.8854370117188,728.1038818359375
826.9395141601562,729.3314208984375
823.2277221679688,740.1168823242188
837.7391357421875,740.5076293945312
848.4155883789062,739.1264038085938
836.2572631835938,749.7597045898438
840.7986450195312,755.246826171875
822.300537109375,754.8994750976562
853.1538696289062,756.2318725585938
842.9736328125,760.8197021484375
829.22998046875,765.3133544921875
844.349853515625,770.5563354492188
855.232421875,785.5963134765625
833.8931274414062,272.73779296875
2231.892822265625,850.77197265625
2243.504638671875,855.4439086914062
2250.499267578125,860.8602294921875
2259.7158203125,864.6771850585938
2273.091796875,865.9586181640625
2274.856689453125,853.8899536132812
2281.71923828125,864.7802124023438
2288.01416015625,871.3356323242188
2289.998291015625,852.2901611328125
2301.11865234375,861.102294921875
2309.523681640625,843.9649047851562
2305.908935546875,851.9489135742188
2305.765380859375,866.3720703125
2308.785400390625,873.931396484375
2318.980712890625,855.3875122070312
2325.0048828125,846.0545654296875
2328.427001953125,860.6168212890625
2335.395751953125,851.314208984375
2342.704345703125,863.2442016601562
2349.165283203125,845.8211059570312
2351.58251953125,871.1524658203125
2362.142822265625,852.9229125976562
2364.001220703125,865.3629760742188
2371.217041015625,868.5463256835938
2375.133056640625,857.3031616210938
2380.11865234375,875.3250732421875
2383.418212890625,848.45556640625
2386.60986328125,860.3973999023438
2389.993408203125,839.6505126953125
2391.129638671875,867.9193115234375
2397.85400390625,855.245361328125
2400.857177734375,869.987060546875
2404.60986328125,840.660400390625
1958.310791015625,850.4235229492188
1969.0054931640625,863.1566772460938
1974.5133056640625,868.5789184570312
2034.0782470703125,853.3594360351562
1941.056396484375,853.384521484375
1964.8763427734373,857.9141235351562
1993.5048828125,839.0286254882812
1993.4547119140625,860.02587890625
2007.7777099609373,838.6140747070312
2011.986328125,851.143310546875
1959.7242431640625,868.1233520507812
1981.3714599609373,864.8575439453125
1906.43212890625,850.1424560546875
2033.167724609375,841.5615234375
1975.668212890625,852.6221923828125
2011.9637451171875,869.803466796875
2048.5615234375,864.5482788085938
2050.427001953125,840.3282470703125
2055.082763671875,849.4365844726562
2061.41162109375,866.7376708984375
2068.375732421875,868.34228515625
2068.275390625,851.2939453125
2074.558837890625,839.6305541992188
2076.188720703125,864.80810546875
2081.034912109375,856.9705810546875
2091.489501953125,867.5907592773438
2094.7734375,841.4117431640625
2095.90380859375,854.855712890625
2104.958984375,857.4258422851562
2104.1435546875,866.185546875
2110.654296875,842.2439575195312
2114.480712890625,850.831298828125
2114.734375,865.9931640625
2122.224365234375,853.8616943359375
2121.07958984375,859.8242797851562
2129.166748046875,865.493896484375
2130.92919921875,847.173828125
2139.73779296875,866.4008178710938
2143.749755859375,854.7636108398438
2152.720703125,857.0136108398438
2151.71240234375,847.963134765625
2151.701171875,866.155517578125
2159.290283203125,870.7972412109375
2158.197265625,838.8820190429688
2166.990234375,861.239501953125
2165.405517578125,851.60302734375
2170.267578125,843.8970947265625
2171.250244140625,869.8414306640625
2177.262939453125,842.73193359375
2176.622802734375,851.661865234375
2182.200927734375,865.1650390625
2184.58544921875,853.4802856445312
2193.921875,859.8765869140625
2194.518798828125,852.515869140625
2195.871337890625,865.1010131835938
2199.54443359375,844.8470458984375
2205.460205078125,855.2881469726562
2211.685302734375,862.3508911132812
2216.48828125,851.3767700195312
2004.0819091796875,859.794921875
1974.0662841796875,840.5740966796875
2029.642333984375,866.1505737304688
1985.3505859375,850.0015869140625
1945.48193359375,865.5914306640625
1967.6109619140625,848.99560546875
2050.111328125,855.7872924804688
1910.123779296875,839.8988647460938
1901.13623046875,864.9756469726562
1916.2738037109373,864.1309814453125
1894.2213134765625,848.9644775390625
1912.8135986328125,851.927490234375
1924.6875,851.0936279296875
1882.5501708984373,851.350830078125
1817.2091064453125,846.6710205078125
1833.42431640625,843.0821533203125
1827.520751953125,847.4500732421875
1693.7908935546875,845.350830078125
1808.32666015625,847.9662475585938
1841.719482421875,861.69970703125
1826.9515380859373,861.3934326171875
1673.9971923828125,778.3219604492188
1650.3978271484375,750.7066650390625
1723.789794921875,852.418701171875
1775.2352294921875,860.95703125
1806.572998046875,865.3259887695312
1660.4052734375,730.440673828125
1798.68115234375,855.5214233398438
1652.015869140625,840.91064453125
1657.1163330078125,790.4144287109375
1702.069580078125,844.5076293945312
1731.8609619140625,840.7434692382812
1673.94287109375,787.5634765625
1841.7908935546875,845.9749755859375
1750.1361083984375,867.8519897460938
1761.8304443359375,868.0225830078125
1791.1702880859375,862.7254638671875
1674.804443359375,804.2334594726562
1855.25146484375,860.8538208007812
1837.1939697265625,868.45361328125
1644.2757568359375,702.78955078125
1648.8304443359375,738.3838500976562
1689.317138671875,868.4268798828125
1644.953369140625,727.726806640625
1698.439697265625,839.5922241210938
1742.96142578125,870.2003173828125
1849.3905029296875,851.1196899414062
1830.5789794921875,852.7946166992188
1657.17138671875,686.934814453125
1735.083984375,849.1546630859375
1686.5330810546875,842.4940795898438
1675.67626953125,674.6181640625
1670.6328125,754.8120727539062
1648.60498046875,807.0889282226562
1661.674072265625,746.0545654296875
1669.912353515625,652.5786743164062
1655.9658203125,693.5952758789062
1809.552978515625,871.7388305664062
1645.573974609375,776.7042846679688
1705.002197265625,865.6355590820312
1870.9405517578125,857.1676025390625
1685.7393798828125,857.2332763671875
1737.54931640625,858.3301391601562
1663.4888916015625,803.65185546875
1675.0728759765625,830.505615234375
1656.7484130859375,765.0725708007812
1676.0775146484375,703.6827392578125
1657.20654296875,821.0087280273438
1670.3380126953125,731.113525390625
1861.5733642578125,848.6531372070312
1880.9771728515625,862.8279418945312
1650.457275390625,716.460693359375
1652.9075927734375,831.7542114257812
1670.40869140625,688.8284912109375
1673.8572998046875,838.4854125976562
1671.28466796875,849.8931274414062
1642.430419921875,687.979248046875
1651.25537109375,644.7537841796875
1670.327392578125,794.5853881835938
1688.927001953125,851.11962890625
1646.94189453125,819.14794921875
1662.77294921875,702.4412841796875
1874.9495849609373,869.8129272460938
1646.975341796875,796.2881469726562
1666.6474609375,840.3887329101562
1871.13916015625,849.502197265625
1647.4542236328125,828.6817016601562
1648.06640625,674.8392333984375
1708.3709716796875,852.5584106445312
1655.9881591796875,780.49658203125
1663.8438720703125,813.1453857421875
1660.5599365234375,833.3535766601562
1661.912109375,675.054443359375
1668.4927978515625,824.3273315429688
1698.4794921875,856.5723266601562
1649.7564697265625,852.5630493164062
1715.9888916015625,848.8054809570312
1719.1309814453125,865.778076171875
1816.0032958984373,861.8169555664062
1754.30810546875,855.660400390625
1820.7191162109373,858.7399291992188
1669.909423828125,861.8453979492188
1659.3697509765625,660.0081176757812
1646.3460693359375,656.991943359375
1655.478515625,867.2296752929688
1648.1566162109375,178.212158203125
1669.488037109375,185.42042541503903
1654.210205078125,189.44029235839844
1662.207275390625,191.84817504882807
1644.550537109375,200.54449462890625
1673.3336181640625,199.83595275878903
1661.364501953125,205.6920928955078
1674.466064453125,207.5695037841797
1649.5098876953125,208.84690856933597
1669.4344482421875,215.6066131591797
1671.42529296875,220.6954498291016
1653.63720703125,222.70657348632807
1677.06689453125,227.0734100341797
1666.0147705078125,231.72959899902344
1677.9776611328125,236.50161743164065
1646.683349609375,239.3300018310547
1659.79150390625,243.41053771972656
1671.3876953125,247.3939514160156
1663.861083984375,252.48443603515625
1651.992431640625,251.06082153320312
1653.895751953125,260.27569580078125
1673.7921142578125,258.921142578125
1667.2755126953125,264.7102355957031
1663.5111083984375,274.6580810546875
1663.8272705078125,286.35662841796875
1673.6065673828125,288.17291259765625
1654.3189697265625,287.53106689453125
1646.9559326171875,288.63287353515625
1667.853759765625,293.3221130371094
1655.9632568359375,300.3016052246094
1669.4464111328125,302.10516357421875
1647.88623046875,302.7949523925781
1667.49560546875,311.7565002441406
1648.3465576171875,318.9713134765625
1671.27490234375,324.56884765625
1659.6649169921875,324.8312072753906
1651.035400390625,330.3656921386719
1655.64599609375,340.90545654296875
1664.06640625,351.07080078125
1649.638427734375,358.23370361328125
1650.2808837890625,368.4292907714844
1659.55224609375,367.6292724609375
1671.177490234375,367.0689697265625
1674.5323486328125,379.3004150390625
1644.55078125,374.3508911132813
1655.9681396484375,377.6294250488281
1664.202392578125,387.3829040527344
1649.532470703125,389.47064208984375
1658.212890625,400.2340698242188
1649.64208984375,407.5296630859375
1667.9329833984375,411.3204650878906
1664.9127197265625,422.6530456542969
1647.1702880859375,420.1970825195313
1655.0574951171875,426.8113098144531
1660.512939453125,436.91162109375
1670.80615234375,437.3456115722656
1646.31689453125,439.4059143066406
1644.631103515625,447.0629577636719
1669.529296875,452.8825073242188
1658.064453125,452.100341796875
1641.77392578125,457.8589172363281
1657.7724609375,460.76513671875
1653.7274169921875,465.6759643554688
1670.11181640625,468.1047668457031
1648.164306640625,470.8570556640625
1659.6923828125,476.29345703125
1656.5965576171875,482.8763732910156
1661.77490234375,487.8787841796875
1649.2137451171875,486.1292114257813
1673.2987060546875,488.8162536621094
1644.6595458984375,494.5740051269531
1656.26708984375,507.9332885742188
1674.78955078125,511.4020690917969
1666.426025390625,517.9443969726562
1669.0809326171875,528.3119506835938
1652.7774658203125,527.280517578125
1642.2022705078125,530.364501953125
1667.1331787109375,541.2381591796875
1638.6744384765625,541.8375854492188
1654.358642578125,545.4786376953125
1643.021728515625,549.9276733398438
1644.15771484375,555.1292114257812
1655.56298828125,555.5322875976562
1650.6234130859375,562.8643188476562
1674.0185546875,564.9306640625
1655.5523681640625,568.0064697265625
1658.0692138671875,574.9051513671875
1672.1781005859375,589.342529296875
1644.6717529296875,586.07666015625
1660.67822265625,585.5784912109375
1665.195556640625,598.692626953125
1649.607666015625,598.2310180664062
1665.83154296875,607.5554809570312
1651.2147216796875,606.9675903320312
1640.6446533203125,614.3324584960938
1654.6978759765625,616.9171752929688
1672.8740234375,617.084228515625
1661.3438720703125,624.9217529296875
1648.217041015625,627.7891235351562
1670.95556640625,630.1785888671875
1654.48681640625,635.1498413085938
1663.1583251953125,636.0433349609375
1644.9288330078125,636.9144287109375
1676.2012939453125,639.041259765625
1669.4022216796875,642.1905517578125
846.2086791992188,1344.2095947265625
824.20361328125,1341.3837890625
832.419921875,1350.2772216796875
818.701171875,1354.6453857421875
840.94677734375,1365.0914306640625
824.4321899414062,1370.6138916015625
846.6570434570312,1376.3743896484375
824.6100463867188,1381.3743896484375
832.5665893554688,1381.734130859375
841.1774291992188,1389.1156005859375
823.390625,1390.855712890625
853.3037109375,1396.9039306640625
829.11376953125,1400.1744384765625
841.3522338867188,1406.8675537109375
833.5736083984375,1413.71630859375
826.1575317382812,1414.08984375
839.9432983398438,1421.0867919921875
834.8192749023438,1423.5421142578125
853.0357666015625,1421.9794921875
820.3641967773438,1422.1494140625
830.7656860351562,1425.3720703125
852.158447265625,1428.333740234375
826.3176879882812,1433.21240234375
841.5159301757812,1432.9727783203125
849.30712890625,1438.000244140625
832.47509765625,1440.4688720703125
824.2637329101562,1444.366943359375
843.78955078125,1445.5328369140625
833.95947265625,1455.1671142578125
835.5111694335938,1514.1566162109375
822.6229858398438,1527.8831787109375
840.0808715820312,1528.07470703125
831.9471435546875,1533.09326171875
853.4378662109375,1522.8504638671875
846.6773071289062,1538.11572265625
843.9583129882812,1550.3193359375
850.3706665039062,1548.8935546875
832.9383544921875,1548.9658203125
823.1875610351562,1557.1849365234375
841.3447875976562,1563.2530517578125
851.0243530273438,1563.8031005859375
830.219970703125,1569.8658447265625
841.671142578125,1571.730712890625
845.4148559570312,1575.7440185546875
833.4057006835938,1578.4085693359375
838.1032104492188,1582.9229736328125
826.3656005859375,1583.51025390625
850.6349487304688,1583.8031005859375
837.23974609375,1597.366455078125
822.0159912109375,1598.5699462890625
853.8530883789062,1604.5115966796875
840.0469970703125,1610.518798828125
823.3973388671875,1616.56787109375
842.3697509765625,1618.99365234375
846.9706420898438,1627.3406982421875
606.773193359375,1682.3397216796875
615.088134765625,1698.42138671875
406.0151062011719,1699.7593994140625
587.0516967773438,1703.739990234375
588.7523193359375,1683.1798095703125
579.20703125,1695.5181884765625
599.100341796875,1691.126708984375
629.5517578125,1709.6141357421875
581.1964111328125,1714.7049560546875
634.197265625,1690.2138671875
574.9269409179688,1689.276123046875
622.0317993164062,1690.539794921875
564.9395141601562,1685.4306640625
600.4945068359375,1702.537841796875
570.5744018554688,1703.49853515625
639.57080078125,1696.98193359375
566.8695068359375,1709.9024658203125
655.4837036132812,1698.050048828125
646.0130615234375,1708.1912841796875
662.9861450195312,1715.5753173828125
555.3074951171875,1698.65185546875
658.0746459960938,1704.7626953125
543.404052734375,1708.6180419921875
533.969970703125,1707.96337890625
525.5435791015625,1711.5379638671875
532.5191040039062,1697.1614990234375
664.432861328125,1693.349609375
691.0355224609375,1691.2362060546875
514.3698120117188,1697.240478515625
436.966796875,1708.960693359375
523.9480590820312,1690.9986572265625
688.18603515625,1706.706298828125
510.3032531738281,1710.0462646484375
718.9967041015625,1693.557861328125
410.995849609375,1686.718017578125
500.9423522949219,1699.341552734375
708.2357788085938,1693.65185546875
713.3981323242188,1703.212890625
719.7139282226562,1713.123046875
500.8809814453125,1682.9232177734375
491.8070983886719,1693.1497802734375
705.4490966796875,1711.83935546875
835.4404296875,1673.69189453125
752.9447021484375,1700.8819580078125
761.6390380859375,1715.278076171875
829.265380859375,1684.7066650390625
485.76806640625,1685.1395263671875
478.1530151367188,1710.8214111328125
846.4813232421875,1710.8179931640625
485.2279357910156,1702.2427978515625
716.9625854492188,1686.166748046875
454.5596618652344,1710.81640625
416.2107543945313,1694.347412109375
395.6938171386719,1690.2657470703125
801.2149658203125,1691.286865234375
813.93310546875,1711.155029296875
826.16650390625,1639.1771240234375
809.0497436523438,1688.801513671875
439.7911682128906,1696.5806884765625
848.1649780273438,1700.4765625
798.7935180664062,1710.0120849609375
824.5848388671875,1705.414794921875
396.5203552246094,1712.5238037109375
842.723388671875,1690.833740234375
784.6302490234375,1695.5872802734375
471.5399475097656,1698.1378173828125
815.0657958984375,1697.2921142578125
433.7439575195313,1687.2310791015625
425.3069763183594,1707.287353515625
401.7704162597656,1703.6689453125
725.5115356445312,1702.9715576171875
770.2000732421875,1702.64697265625
761.5873413085938,1688.0020751953125
368.9501647949219,1696.3150634765625
740.9710083007812,1684.294189453125
467.41217041015625,1688.2161865234375
813.8977661132812,1684.311279296875
457.3016662597656,1699.5274658203125
731.168212890625,1694.13134765625
735.3955688476562,1711.8382568359375
416.717529296875,1704.2542724609375
412.0959167480469,1712.2379150390625
798.4760131835938,1701.7657470703125
385.0573120117188,1694.939208984375
834.7137451171875,1702.293701171875
852.4158325195312,1674.618408203125
610.3641967773438,1712.0640869140625
480.0615234375,1690.1690673828125
751.7854614257812,1711.48828125
748.5798950195312,1693.5478515625
759.6947021484375,1707.40478515625
836.1492919921875,1709.5142822265625
837.9053955078125,1664.7877197265625
